env,epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,train_f1,valid_f1,worst_train_accuracy,worst_valid_accuracy
['CXP'],1,0.9014082070432764,0.6162945578968714,0.702106237411499,0.8333057165145874,0.07055815331214003,0.07358462567387837,0.19187963008880615,0.6127912998199463
['CXP'],2,0.5247276987464927,0.42478407252402534,0.8333997130393982,0.8512446880340576,0.08489284742438429,0.1401703986454606,0.6323953866958618,0.6358315348625183
['CXP'],3,0.38698180801947757,0.38198646666511654,0.8530451655387878,0.8511487245559692,0.10681725022953101,0.11722419530341258,0.652022659778595,0.6349311470985413
['CXP'],4,0.3483992714121384,0.37316046603142267,0.8592135906219482,0.8584481477737427,0.12312609886828296,0.10045251745176631,0.6823457479476929,0.6612553000450134
['CXP'],5,0.3328392427611491,0.3671497284419953,0.8650150299072266,0.8612586259841919,0.1399177644376528,0.11453013734056,0.7091366648674011,0.6693061590194702
['CXP'],6,0.31634132555319605,0.3657439149561382,0.8695291876792908,0.8595339059829712,0.1540303484503855,0.11768275055047173,0.727141797542572,0.6763506531715393
['CXP'],7,0.30688768358146606,0.36811056004630194,0.8732479810714722,0.8591797351837158,0.1722975842664394,0.11120243655462533,0.739314079284668,0.6942002177238464
['CXP'],8,0.2938754622250387,0.36351311481188214,0.8795922994613647,0.8615829944610596,0.19629075058250894,0.11478132535502542,0.768693745136261,0.6653866767883301
['CXP'],9,0.2821348149365875,0.3645032479649498,0.8839012384414673,0.8625926971435547,0.21340299745988442,0.1298786617841193,0.784235954284668,0.6859905123710632
['CXP'],10,0.2707649623694485,0.36517909888237243,0.8887927532196045,0.8597623109817505,0.23898255662644952,0.12104276727645552,0.799831211566925,0.6849576234817505
['MIMIC'],1,1.8729703211456705,1.481379165520539,0.6595315933227539,0.7116081118583679,0.09655875037311443,0.11741916552563764,0.04723276197910309,0.0494270846247673
['MIMIC'],2,0.7236913774797968,0.40953689700848345,0.7927125096321106,0.84870445728302,0.07483862484648587,0.07795720630247424,0.5414151549339294,0.6635937690734863
['MIMIC'],3,0.38781639735546436,0.36399822766716416,0.8477388620376587,0.8553190231323242,0.09078980441012512,0.08992194933814893,0.6893588304519653,0.6917709112167358
['MIMIC'],4,0.35790693761363757,0.355679412306966,0.8559645414352417,0.8561979532241821,0.12286099704471273,0.10239758849963426,0.7208887934684753,0.6996354460716248
['MIMIC'],5,0.3445242608229576,0.35183552358601544,0.8606159687042236,0.8560807108879089,0.1401643203054856,0.11363790510619345,0.743988037109375,0.7169270515441895
['MIMIC'],6,0.3331350130570349,0.35696023863715093,0.864240288734436,0.8508073091506958,0.1553162923097249,0.13138916701204903,0.7592707872390747,0.7299479246139526
['MIMIC'],7,0.32583220304263244,0.34553842012946673,0.8658750057220459,0.8610482215881348,0.1726951038141226,0.12566899072666363,0.7628018260002136,0.7365624904632568
['MIMIC'],8,0.31605958211489427,0.3449804075666376,0.8685553669929504,0.8579556941986084,0.17937319031875723,0.11653533399714958,0.7698364853858948,0.7340103983879089
['MIMIC'],9,0.308242816002791,0.34400319312069866,0.8717538714408875,0.8579232096672058,0.20353780174494926,0.14452603032013253,0.7783645391464233,0.738854169845581
['MIMIC'],10,0.30208786898981493,0.34193406201697685,0.8748385906219482,0.8587044477462769,0.2181499423915889,0.1303636265072826,0.7913179993629456,0.7399479746818542
['NIH'],1,2.695419529556785,1.8929639907732403,0.3843994140625,0.35808485746383667,0.1541973425852667,0.11288314022419477,0.0172526054084301,0.01653287559747696
['NIH'],2,1.7684089369611105,1.6206292198128895,0.475029855966568,0.5894854068756104,0.15303181737947147,0.14481103113941682,0.02035590261220932,0.02525324933230877
['NIH'],3,0.8540623061517559,0.6689714549338981,0.7298774123191833,0.8570784330368042,0.13853377105743006,0.14476748348331542,0.3720703125,0.5185158848762512
['NIH'],4,0.4051125071346055,0.34390371596976504,0.866943359375,0.8840010762214661,0.10297826677455038,0.11082320423561298,0.5705729722976685,0.5571244359016418
['NIH'],5,0.26168277168765425,0.27013282800373967,0.903795063495636,0.8966008424758911,0.08527791831947472,0.07117846642657408,0.6102864742279053,0.5641485452651978
['NIH'],6,0.2427589698351892,0.2594476729631424,0.901388943195343,0.9002382755279541,0.09438676043858929,0.07475440379403794,0.6355252265930176,0.5775038599967957
['NIH'],7,0.23302520956591039,0.25394832973610865,0.9112603664398193,0.9028693437576294,0.09213544944511405,0.07891099079305294,0.659092903137207,0.5892822742462158
['NIH'],8,0.2259763809535986,0.24898312724616428,0.9135579466819763,0.9028424620628357,0.1060149199115652,0.0795323942674936,0.6827256679534912,0.5894017219543457
['NIH'],9,0.225207186059478,0.2569839310972658,0.901331901550293,0.9011431932449341,0.11197188311419633,0.07970982939849688,0.7092665433883667,0.5932483077049255
['NIH'],10,0.21965383302927743,0.25454411980223984,0.9012858271598816,0.9014119505882263,0.11908274843885897,0.07850592390066075,0.7035156488418579,0.5875860452651978
['PAD'],1,1.2269549501965058,1.3088908108269297,0.6145431399345398,0.37897855043411255,0.08583386631074671,0.1182111073175175,0.09206081181764603,0.017071759328246117
['PAD'],2,0.5725370502960709,1.062684780213891,0.7990606427192688,0.7117694020271301,0.08134191121153249,0.10658506991294557,0.3483952581882477,0.144097238779068
['PAD'],3,0.3423233477337938,0.3363381951320462,0.9071913957595825,0.9121817350387573,0.05494280096076554,0.10536853758901325,0.6354970932006836,0.6148726940155029
['PAD'],4,0.2936911914913421,0.2897037783773934,0.9182201623916626,0.9193431735038757,0.051590249551800145,0.10825436640654032,0.6558880805969238,0.6611689925193787
['PAD'],5,0.26705852431515986,0.2733497525133738,0.9213446378707886,0.9225260615348816,0.059312376873939046,0.10963357912082031,0.68013995885849,0.680266261100769
['PAD'],6,0.24660678663847568,0.2617379063513221,0.9239877462387085,0.9182219505310059,0.08546139457779496,0.08016546057590834,0.6896718740463257,0.6513310670852661
['PAD'],7,0.2322871167277783,0.2594664576576977,0.9265718460083008,0.9166666865348816,0.10060082025610953,0.04457454507857733,0.7064229846000671,0.65625
['PAD'],8,0.2163493761010666,0.24543761407456746,0.9271499514579773,0.9176794290542603,0.1168974126773677,0.05621676783361565,0.7095298171043396,0.6493055820465088
['PAD'],9,0.21562211215496063,0.2471084311241057,0.9284947514533997,0.9172092080116272,0.11874762423145267,0.03869082173679875,0.7204894423484802,0.6579861044883728
['PAD'],10,0.2026611626849721,0.2352952266611704,0.9320755004882812,0.920030415058136,0.1339250687225994,0.06884751790573708,0.7471444606781006,0.6605902910232544
"['CXP', 'NIH']",1,0.9321181215322776,0.5169058497227617,0.6089690923690796,0.8123643398284912,0.18607901503887683,0.16621716078839358,0.18032225966453552,0.7048808336257935
"['CXP', 'NIH']",2,0.424701022128956,0.3649505838377392,0.8429076671600342,0.8605266809463501,0.17490854319093713,0.1865658558430911,0.7175048589706421,0.7202197909355164
"['CXP', 'NIH']",3,0.3432609713244488,0.34538576210563504,0.8717712163925171,0.8690629005432129,0.16495414390320232,0.1978704056358014,0.739916980266571,0.7224589586257935
"['CXP', 'NIH']",4,0.31969318577592915,0.3352241561939968,0.878326416015625,0.8737940788269043,0.1860285079047223,0.18490043016624583,0.760791003704071,0.7322245836257935
"['CXP', 'NIH']",5,0.30307099103469626,0.329679137108913,0.8804137706756592,0.8732552528381348,0.2006451913642393,0.17071780192849678,0.771777331829071,0.7315341234207153
"['CXP', 'NIH']",6,0.28937967920675645,0.32295973375814047,0.88580322265625,0.8735857009887695,0.21375280871796254,0.15101257974888044,0.788012683391571,0.7301530838012695
"['CXP', 'NIH']",7,0.2786742743468961,0.3286897704529403,0.8878417611122131,0.8725141286849976,0.2275250641181052,0.18789006359802723,0.8004150390625,0.7364662289619446
"['CXP', 'NIH']",8,0.2680481354393086,0.32365035378753243,0.893505871295929,0.8714833855628967,0.24144437373852323,0.1883049034889162,0.810546875,0.7311986684799194
"['CXP', 'NIH']",9,0.25943566930975104,0.32207152927341176,0.8942352533340454,0.8732047080993652,0.25666735847167743,0.17646234212088246,0.8130859136581421,0.7181482911109924
"['CXP', 'NIH']",10,0.25061801153128144,0.32382996417769233,0.8999664187431335,0.8724451661109924,0.27666976119692765,0.19394443809058104,0.8265136480331421,0.7336056232452393
"['CXP', 'PAD']",1,2.170277245773757,1.3203669861114598,0.41270169615745544,0.6042126417160034,0.20892056901529982,0.1882761046555193,0.08913934230804443,0.3272429406642914
"['CXP', 'PAD']",2,0.6581329947168176,0.37841135487427047,0.7418832778930664,0.8554726839065552,0.1861605844026718,0.15393881660402828,0.563140332698822,0.6771988272666931
"['CXP', 'PAD']",3,0.33710938519682765,0.32430202372387706,0.8712537884712219,0.876807451248169,0.12546382953680307,0.10798334239007563,0.7387294769287109,0.7273815870285034
"['CXP', 'PAD']",4,0.31666996804150666,0.3186128653414812,0.8759604692459106,0.878173828125,0.12715863815663048,0.11457126794406913,0.7443647384643555,0.7500945329666138
"['CXP', 'PAD']",5,0.3059766617688266,0.31203177148215705,0.8785859942436218,0.8811665177345276,0.14068416296654407,0.15927836781567536,0.7532017827033997,0.7519216537475586
"['CXP', 'PAD']",6,0.3005723123215447,0.3114831451334386,0.8816918134689331,0.8827297687530518,0.15610389271684974,0.1217850565618837,0.7643442153930664,0.7727444171905518
"['CXP', 'PAD']",7,0.29299692969676877,0.31113771860933004,0.8828444480895996,0.8807767033576965,0.15982469134416405,0.17099880222735092,0.7703636884689331,0.7538117170333862
"['CXP', 'PAD']",8,0.2881505459793343,0.3069069647465469,0.8851017951965332,0.8833323121070862,0.1745716590313958,0.15855621473766524,0.7756147384643555,0.7596081495285034
"['CXP', 'PAD']",9,0.2847461998462677,0.3094204123557734,0.8864785432815552,0.8846828937530518,0.18195177729989268,0.13133960898028665,0.7785604000091553,0.7765246629714966
"['CXP', 'PAD']",10,0.27804217210485915,0.31423977141838233,0.889312207698822,0.8809657096862793,0.1986196886743541,0.11922313521829063,0.7931607961654663,0.755638837814331
"['MIMIC', 'CXP']",1,1.4158781124828874,0.44020714442225267,0.6382609605789185,0.8433969020843506,0.10363495644287464,0.13516992053860055,0.25278350710868835,0.7050821185112
"['MIMIC', 'CXP']",2,0.39533544363517475,0.372978420718743,0.8470956087112427,0.8513513803482056,0.11367166735170871,0.1514587785177868,0.7073894739151001,0.7221749424934387
"['MIMIC', 'CXP']",3,0.35987884815734483,0.358893665606088,0.8551353216171265,0.8598071336746216,0.1450040385297097,0.14455841717307388,0.7292808890342712,0.7355903387069702
"['MIMIC', 'CXP']",4,0.3458710937570713,0.354104487478298,0.8595367670059204,0.8614820837974548,0.16750736295073976,0.14530923561157266,0.7413946390151978,0.7281091809272766
"['MIMIC', 'CXP']",5,0.3352510160447856,0.35258286034103725,0.86328125,0.8618648052215576,0.18223620995306522,0.14792282226366488,0.7542984485626221,0.7381312847137451
"['MIMIC', 'CXP']",6,0.3268932577148377,0.3555213097673263,0.8652867078781128,0.8600517511367798,0.20114587717594254,0.16696447551347368,0.7627905607223511,0.7358112335205078
"['MIMIC', 'CXP']",7,0.3167285780903511,0.35107271584281086,0.8690705895423889,0.8599294424057007,0.21159503946603633,0.18465422244361349,0.7743464112281799,0.7365214824676514
"['MIMIC', 'CXP']",8,0.3067630438031006,0.3468751450524713,0.8731056451797485,0.8628275394439697,0.23113505699452863,0.16302417509632353,0.7850869297981262,0.7374526858329773
"['MIMIC', 'CXP']",9,0.29948664954828447,0.3499845362057651,0.8757309913635254,0.8606258630752563,0.2479192678009428,0.1684563506287807,0.7918148040771484,0.7440341114997864
"['MIMIC', 'CXP']",10,0.29148277084138235,0.3465624703107959,0.8783438205718994,0.8637192249298096,0.2553474074675794,0.1718882462476611,0.8009101152420044,0.7485953569412231
"['MIMIC', 'NIH']",1,1.087435758541471,0.4487892627985769,0.6705593466758728,0.8528056144714355,0.08922122729261345,0.10986142119826256,0.3685671091079712,0.6211205720901489
"['MIMIC', 'NIH']",2,0.38565627963315574,0.3510373798970184,0.861178994178772,0.8698023557662964,0.0936146942200494,0.10795363462568115,0.6418030858039856,0.6516417860984802
"['MIMIC', 'NIH']",3,0.3391022644122233,0.33722437906049496,0.87018883228302,0.8670334815979004,0.11915278476816492,0.12789677790937176,0.6852368116378784,0.6793873906135559
"['MIMIC', 'NIH']",4,0.3186189483000538,0.32563052002121423,0.8733026385307312,0.870449423789978,0.13592482910538142,0.11258587124493805,0.6984127163887024,0.6725823283195496
"['MIMIC', 'NIH']",5,0.3067281717599116,0.3236017610152922,0.8768814206123352,0.8740689754486084,0.15295864156706984,0.11154970325237029,0.7158978581428528,0.7015925049781799
"['MIMIC', 'NIH']",6,0.29912313133191354,0.32309774664732127,0.8795960545539856,0.8709396719932556,0.16259882965520542,0.12043263379204161,0.7306237816810608,0.6905328631401062
"['MIMIC', 'NIH']",7,0.2895939805376248,0.3166400039627541,0.8821556568145752,0.8750522136688232,0.17476129497861068,0.10502854514493763,0.74155193567276,0.6951517462730408
"['MIMIC', 'NIH']",8,0.2830885165319668,0.31799497226784135,0.8846842050552368,0.872046172618866,0.1875396881659432,0.12788208064650056,0.7511160969734192,0.6912615895271301
"['MIMIC', 'NIH']",9,0.27742997669693886,0.314377096120049,0.8867846727371216,0.8762913942337036,0.20428453771882274,0.11568854293733144,0.7606182098388672,0.6963841915130615
"['MIMIC', 'NIH']",10,0.2688663543470054,0.313203918529312,0.8894197940826416,0.8760461807250977,0.21626669149945008,0.14454369982234094,0.7709418535232544,0.7056541442871094
"['MIMIC', 'PAD']",1,0.7775287045441945,0.37341377987397295,0.6626131534576416,0.8557942509651184,0.18892098047920605,0.09887071273831928,0.2984158396720886,0.6523042917251587
"['MIMIC', 'PAD']",2,0.33883405583341963,0.32605127181006727,0.8670046329498291,0.873569667339325,0.10119017216871948,0.10375892510741275,0.6754026412963867,0.6810290813446045
"['MIMIC', 'PAD']",3,0.3191924058488064,0.3159013017732999,0.8731950521469116,0.8778705596923828,0.11640605646976182,0.09965495170997145,0.6990174055099487,0.7015467286109924
"['MIMIC', 'PAD']",4,0.3073830808022758,0.31407120321573834,0.8770912289619446,0.8802182674407959,0.12704009496025817,0.11911307473943637,0.7167041301727295,0.7098327279090881
"['MIMIC', 'PAD']",5,0.29973089019110555,0.3131616572092535,0.8801941871643066,0.875,0.13682425769644624,0.12622616411327484,0.7355249524116516,0.6993371248245239
"['MIMIC', 'PAD']",6,0.29296129374888524,0.30988727258832266,0.8816285133361816,0.8766769170761108,0.1513144688702654,0.12180620752899443,0.7414894700050354,0.6990214586257935
"['MIMIC', 'PAD']",7,0.28546833688202516,0.30958034929711276,0.8840141296386719,0.8783835172653198,0.1618188865676381,0.13527233091353277,0.7485477924346924,0.7000473141670227
"['MIMIC', 'PAD']",8,0.27827283887720416,0.31649183780513007,0.8879222869873047,0.8812342286109924,0.18506794348006522,0.11793956380196358,0.7701609134674072,0.7170928120613098
"['MIMIC', 'PAD']",9,0.27382229988179463,0.3055225671565488,0.889183521270752,0.8852588534355164,0.19329413918630328,0.14852862039801806,0.7711434960365295,0.720643937587738
"['MIMIC', 'PAD']",10,0.2674897984016616,0.3063291329123108,0.8918567895889282,0.8789161443710327,0.21205531744252343,0.14012590751427456,0.7801374793052673,0.7177241444587708
"['NIH', 'PAD']",1,0.5737843692526501,0.3095973590321699,0.8102433681488037,0.8877352476119995,0.10861621202925173,0.08890075107794913,0.47177445888519287,0.4859473407268524
"['NIH', 'PAD']",2,0.27078955831136386,0.2641736484021163,0.9041086435317993,0.9051752090454102,0.08631763020960725,0.08124832630408307,0.58927321434021,0.6059355735778809
"['NIH', 'PAD']",3,0.24269400153361725,0.25611935712902406,0.9099819660186768,0.9035229682922363,0.08426663631560909,0.08187143139535107,0.623531699180603,0.5901139974594116
"['NIH', 'PAD']",4,0.23116123858801307,0.24686806445771997,0.912548303604126,0.9028688669204712,0.09402020095826734,0.07717664826385381,0.6399447321891785,0.5463836789131165
"['NIH', 'PAD']",5,0.22366803034077,0.25017471415827974,0.915014386177063,0.9014347791671753,0.10207668910966587,0.08730655626573286,0.6574889421463013,0.5620086789131165
"['NIH', 'PAD']",6,0.2175500362434776,0.24190568704625745,0.9182204008102417,0.9103835225105286,0.11513417882242896,0.08117400189309577,0.6798511147499084,0.6290537118911743
"['NIH', 'PAD']",7,0.21148921420636851,0.23746441332636803,0.9208059310913086,0.9080250263214111,0.12283113773070369,0.07652275168295553,0.6967070698738098,0.5942413806915283
"['NIH', 'PAD']",8,0.20578719220220265,0.2471570794673537,0.9227937459945679,0.9081325531005859,0.13567493380957,0.06879149820661037,0.7099579572677612,0.5986881256103516
"['NIH', 'PAD']",9,0.20196436358632075,0.24490720863638157,0.9230810403823853,0.9084180593490601,0.1475869272830957,0.08595192361814702,0.7092477679252625,0.6112667322158813
"['NIH', 'PAD']",10,0.20012723861387754,0.24174235804170413,0.924809455871582,0.9111819267272949,0.14851423561623545,0.0680132478179588,0.7227640151977539,0.611487865447998
"['CXP', 'MIMIC', 'NIH', 'PAD']",1,0.5327549617559296,0.33202771471937015,0.7796860337257385,0.8743144869804382,0.09988546579564776,0.09184960074328273,0.5858665108680725,0.7168198823928833
"['CXP', 'MIMIC', 'NIH', 'PAD']",2,0.3315295040155688,0.3251124848397218,0.8710883855819702,0.8783701062202454,0.11969726545263587,0.13750684345972555,0.7367463707923889,0.7416973114013672
"['CXP', 'MIMIC', 'NIH', 'PAD']",3,0.31706995703721147,0.31695876159658726,0.8746350407600403,0.878308892250061,0.1460033064343141,0.16277729937035781,0.7526357173919678,0.7566483020782471
"['CXP', 'MIMIC', 'NIH', 'PAD']",4,0.30692477530633483,0.3116715943067905,0.8771923780441284,0.877316951751709,0.16293358419026324,0.15956665983993149,0.7637902498245239,0.7580269575119019
"['CXP', 'MIMIC', 'NIH', 'PAD']",5,0.3001424428384375,0.3131710706956746,0.8801980018615723,0.8802083134651184,0.17753589889273586,0.1581974939515105,0.7755208611488342,0.7511335611343384
"['CXP', 'MIMIC', 'NIH', 'PAD']",6,0.293742463536197,0.3090468906570394,0.8824248313903809,0.8813227415084839,0.18841929484836598,0.1783741139622223,0.7822680473327637,0.7558823823928833
"['CXP', 'MIMIC', 'NIH', 'PAD']",7,0.287404393906957,0.3113689881993681,0.8849190473556519,0.8808900117874146,0.20037561458819783,0.1699902029222652,0.791374683380127,0.7623468041419983
"['CXP', 'MIMIC', 'NIH', 'PAD']",8,0.28169431011860885,0.30796427904866125,0.886854887008667,0.8816444873809814,0.21170202750895786,0.17184592731643977,0.7976365685462952,0.7579963207244873
"['CXP', 'MIMIC', 'NIH', 'PAD']",9,0.27590002720246437,0.3098940142456097,0.8891769647598267,0.8807981610298157,0.2252764414625642,0.1711054124818947,0.8042377233505249,0.7706494927406311
"['CXP', 'MIMIC', 'NIH', 'PAD']",10,0.2695268412045199,0.3086367682149788,0.8913593888282776,0.8788679838180542,0.23781925411820673,0.16264933170776716,0.8116241097450256,0.7602635025978088
