epoch,train_loss,valid_loss,train_accuracy,valid_accuracy,train_f1,valid_f1,worst_train_accuracy,worst_valid_accuracy
1.0,1.4743242528149274,1.2325573997415167,0.38263118267059326,0.3726852834224701,0.15869375829656912,0.17439773092918384,0.0719866156578064,0.07219145447015762
2.0,0.8163296902030083,0.5741173932670774,0.5823847055435181,0.7367916703224182,0.17243591024898164,0.18196547147063907,0.2375372052192688,0.5603737831115723
3.0,0.453786250063565,0.4033976454070526,0.8097796440124512,0.8362434506416321,0.13855823666272454,0.14362483282856975,0.6417783498764038,0.6313538551330566
4.0,0.36542072243770296,0.3716072014032121,0.8568964600563049,0.852607011795044,0.11167191292804829,0.07805225027631943,0.6772693991661072,0.649203896522522
5.0,0.3384138255937329,0.3648642428364146,0.865364670753479,0.8525235652923584,0.13381366256670765,0.11493934506024195,0.7119048237800598,0.6333811283111572
6.0,0.32010056209364696,0.36453165020592526,0.8723912239074707,0.8526163101196289,0.14905569721549086,0.0866221385789811,0.7465029954910278,0.6533079743385315
7.0,0.30381533266610183,0.36230719282611656,0.8775391578674316,0.8511607646942139,0.1689605022462748,0.10353445778460238,0.7677083611488342,0.6465091109275818
8.0,0.2907154007686232,0.3613266796195481,0.8838960528373718,0.8515563011169434,0.19558562031245375,0.12791086785584294,0.7975075244903564,0.6457673907279968
9.0,0.2778997024731656,0.3612691682821731,0.8878395557403564,0.8519179224967957,0.21348425849547026,0.11246373232835918,0.8092634081840515,0.6426028609275818
10.0,0.2649175400015699,0.3600139148678172,0.8962286710739136,0.8567821979522705,0.2543617871875157,0.12622843406814538,0.8403646349906921,0.6688587665557861
1.0,0.4288487920550875,0.4047803347017251,0.8394964933395386,0.8382135629653931,0.12511671759673695,0.16067972759405202,0.6729974746704102,0.6747130155563354
2.0,0.3610721632938084,0.3775680280305485,0.8568871021270752,0.8464046716690063,0.1295925501684939,0.13091577071335253,0.7097929120063782,0.7081313729286194
3.0,0.3376456178404328,0.37193187502828723,0.863836944103241,0.851984977722168,0.16456545907023049,0.13085401426003776,0.7390314340591431,0.7241071462631226
4.0,0.32266369839453507,0.37524546642991946,0.8691017627716064,0.8548389673233032,0.18665596771214504,0.13685031553313728,0.75138920545578,0.7044004797935486
5.0,0.3086098006600202,0.3681579324650892,0.8744457960128784,0.8549027442932129,0.2022259632418132,0.1171491419527511,0.7740265130996704,0.7343431115150452
6.0,0.2963933072338512,0.36551630736034824,0.8800009489059448,0.8514947891235352,0.22787367606426412,0.13489868366515614,0.7844839692115784,0.7356504797935486
7.0,0.2837633607723503,0.36941153278537825,0.8841919898986816,0.8539062738418579,0.25830305279818755,0.11583095139154682,0.8013202548027039,0.7225446105003357
8.0,0.27415471751205034,0.3674506651845208,0.8876106142997742,0.8505381345748901,0.2599989461789406,0.15435908815321808,0.8131446242332458,0.7438138127326965
9.0,0.26457911435460746,0.3668815582831276,0.8936728239059448,0.8499322533607483,0.30946846015415946,0.14894465683450533,0.8214793801307678,0.7334821224212646
10.0,0.2541103172899967,0.3639854139610195,0.8985556364059448,0.8527224063873291,0.33450171452165756,0.166461083950186,0.8343039155006409,0.7488520741462708
1.0,0.3024790293099929,0.2980570844059737,0.8873379826545715,0.9000911712646484,0.10024192545117704,0.08366081824182486,0.5462464094161987,0.6065624952316284
2.0,0.25665186832821557,0.2875345067197318,0.9027235507965088,0.8921223878860474,0.09530008665472045,0.08451096773465193,0.6038972735404968,0.59354168176651
3.0,0.23599160870456912,0.28036233496411417,0.910842776298523,0.8896093964576721,0.10661660458199472,0.08415621369493895,0.6555765271186829,0.5903124809265137
4.0,0.223235294270137,0.27420390479505274,0.9146761894226074,0.8999349474906921,0.11407441951982716,0.0889737713267125,0.6862428784370422,0.6166666746139526
5.0,0.21379892044867518,0.27243640743116465,0.9179182052612305,0.8916016221046448,0.12981088398230173,0.08951386886535496,0.6916457414627075,0.5929166674613953
6.0,0.20332834872664238,0.27243938649676447,0.9224250316619873,0.894934892654419,0.14104688608691374,0.0939593618941445,0.7281639575958252,0.6007291674613953
7.0,0.19606736570664274,0.26962352668687545,0.9263536930084229,0.8942838907241821,0.1590813431656555,0.09397657212706606,0.7525442838668823,0.5955208539962769
8.0,0.18919206622506485,0.2648608956048497,0.9270646572113037,0.9059896469116211,0.18409821562381173,0.09293257288761222,0.7559117674827576,0.627708375453949
9.0,0.18094417146679495,0.2735655296633676,0.9318201541900635,0.902330756187439,0.19634391623880196,0.0974543177129384,0.7931932210922241,0.6117708683013916
10.0,0.17456699759781766,0.2699647293396268,0.9360594749450684,0.8846484422683716,0.23228617804357185,0.09198223911794545,0.8061392903327942,0.5477083921432495
1.0,0.7161242327069849,0.6321201343925632,0.6639201045036316,0.7859241962432861,0.05741564608604173,0.04465408329304366,0.3935546875,0.0817975401878357
2.0,0.3158547433653498,0.38076297105575097,0.8953857421875,0.8893604874610901,0.046456664743276005,0.015227645611156686,0.6300455927848816,0.6454660892486572
3.0,0.23144161725431922,0.43614212955747333,0.9200846552848816,0.8785557746887207,0.04915829388970097,0.024039824263038547,0.6669921875,0.7023571133613586
4.0,0.21154970851370958,0.2900114015657075,0.924560546875,0.9221253991127014,0.0778644748107262,0.01900337837837838,0.6902669668197632,0.6923410892486572
5.0,0.1999780101989343,0.2380868386249153,0.9285075068473816,0.9107405543327332,0.09646206273710653,0.039566532258064516,0.7216796875,0.6471688151359558
6.0,0.19179910760584887,0.23174289355472644,0.93182373046875,0.9184779524803162,0.13145657388435558,0.03412816691505216,0.7431640625,0.6560831069946289
7.0,0.1818919576765076,0.22613765560850804,0.9360555410385132,0.9238949418067932,0.13982580396136526,0.04355427181514137,0.7646484375,0.7069978713989258
8.0,0.17501688439671587,0.23649805358478002,0.9371541738510132,0.9203851819038391,0.154588052003691,0.006628787878787878,0.7765299677848816,0.7034589052200317
9.0,0.16935311706085515,0.23782399120379466,0.9397786855697632,0.9236361980438232,0.17059828056637752,0.016098484848484848,0.79150390625,0.7069978713989258
10.0,0.16368781950900224,0.23210488138150195,0.9438070058822632,0.9211488366127014,0.20830831522007165,0.037221269296740994,0.8128255605697632,0.6910055875778198
1.0,0.35290074449784525,0.3384616628128995,0.8730719089508057,0.8723582625389099,0.16271333968405974,0.18218870176580865,0.756422758102417,0.7318710088729858
2.0,0.2909001018459632,0.33148007046791816,0.8849550485610962,0.8727213740348816,0.21484683529909088,0.18796371622105576,0.7847681045532227,0.7298678159713745
3.0,0.27404443295584485,0.3348636476583378,0.8908801078796387,0.8706305027008057,0.240634151338423,0.20534317944585478,0.8019706606864929,0.7293669581413269
4.0,0.2611919037044928,0.3275583569080599,0.8957081437110901,0.8727839589118958,0.26216270852319007,0.20192743193041965,0.8200621008872986,0.7404848337173462
5.0,0.2496726671559713,0.3341735319424701,0.9011684656143188,0.869140625,0.2848162012443524,0.20910553461079923,0.8298026919364929,0.7310697436332703
6.0,0.24038310115423184,0.33117696931285245,0.9044064283370972,0.870455265045166,0.2996009126962419,0.18622840284620618,0.8417092561721802,0.7262620329856873
7.0,0.23065115268955302,0.33627773132375494,0.9085020422935486,0.8681641221046448,0.31450328747053113,0.20561134325586575,0.8586613535881042,0.7375801801681519
8.0,0.22262750711581822,0.32926128532296867,0.9105318784713745,0.8716071248054504,0.3274352735367216,0.1991469763698862,0.8632437586784363,0.7333734035491943
9.0,0.213420217177389,0.3305391509045837,0.9160797595977783,0.8743740320205688,0.363724527633417,0.2081522269743798,0.876051664352417,0.7420873641967773
10.0,0.20696760322555693,0.33134663072965476,0.9186917543411255,0.8719326257705688,0.37509586824156743,0.19607566768931925,0.8786308169364929,0.7341747283935547
1.0,0.33213824593559815,0.3260642615078533,0.8700747489929199,0.8744639158248901,0.13600126017589095,0.10653349335208591,0.7336956858634949,0.7702206373214722
2.0,0.3055229946065344,0.30842903424791024,0.8795007467269897,0.8779296875,0.15065988631510402,0.11970798402602259,0.762567937374115,0.7553615570068359
3.0,0.29425870548954325,0.3110074080989859,0.884659469127655,0.8780254125595093,0.17129911051881572,0.1342856600853154,0.78566575050354,0.7607230544090271
4.0,0.286003945282151,0.31201458213019506,0.8864215612411499,0.8798924088478088,0.1817079236352783,0.15212902933328876,0.79245924949646,0.7696844935417175
5.0,0.2778185632347402,0.31066149877289595,0.8900730609893799,0.8805530071258545,0.19918323175855512,0.1341059433865846,0.8023098111152649,0.775275707244873
6.0,0.27252000076336097,0.3126343672221663,0.8927055597305298,0.875114917755127,0.2102343954669244,0.1509895929635455,0.8104619979858398,0.7627145051956177
7.0,0.2665624318860512,0.31405426418713933,0.8948922157287598,0.8772594928741455,0.2224562060941852,0.16472626984052394,0.8196331858634949,0.7653186321258545
8.0,0.2604590013870218,0.3104352902221141,0.8977369070053101,0.8807061910629272,0.24011491041703242,0.16238199153596827,0.824558436870575,0.7827053070068359
9.0,0.25162014348730855,0.306637836378173,0.9007940292358398,0.8826019167900085,0.2557704159614229,0.14058583015966636,0.8305027484893799,0.7835478186607361
10.0,0.24467612992334103,0.311521607266981,0.9037449359893799,0.882199764251709,0.2598271114863753,0.14376520933941078,0.8444293737411499,0.7823988795280457
1.0,0.3032165203922783,0.371209979057312,0.8744363784790039,0.8531494140625,0.2464773814008608,0.18462021351266417,0.7978078126907349,0.724609375
2.0,0.2787426554610808,0.36749953031539917,0.8860822916030884,0.8526611328125,0.2982015170653126,0.20090478258222677,0.8220615386962891,0.7353515625
3.0,0.26396725285604794,0.37526949122548103,0.892403244972229,0.85595703125,0.3274267257816386,0.18469257314660237,0.8394356369972229,0.7333984375
4.0,0.2511740020077238,0.37290673330426216,0.8975580930709839,0.8551025390625,0.3480111117143501,0.1881754892914029,0.8521454930305481,0.7265625
5.0,0.2390341156580761,0.3751993738114834,0.9057495594024658,0.852294921875,0.383835645084614,0.19782975983236328,0.864622175693512,0.7294921875
6.0,0.2267612360692027,0.3753337264060974,0.9114097356796265,0.85546875,0.4052993206547295,0.19268322236506824,0.8695195913314819,0.7314453125
7.0,0.21605746489123556,0.37924087047576904,0.9190084934234619,0.85546875,0.44065565988107025,0.1984693746494618,0.8804804086685181,0.732421875
8.0,0.20451704229762352,0.37956270575523376,0.9232985377311707,0.85205078125,0.46811556948870015,0.19964075574034118,0.8800528645515442,0.7236328125
9.0,0.1945483963837385,0.38295121490955353,0.9263788461685181,0.8511962890625,0.4901401121678687,0.22020207094655353,0.8906638622283936,0.720703125
10.0,0.18443901600068652,0.38943497091531754,0.9320341348648071,0.8558349609375,0.5183236443740392,0.18569134253526215,0.9035680890083313,0.7314453125
1.0,0.23841023284601662,0.36128765493277415,0.9061957597732544,0.8642879724502563,0.3799292659679514,0.1688713156942285,0.7721354365348816,0.6904862523078918
2.0,0.21190193403660554,0.35534878906897865,0.9177698493003845,0.8636960983276367,0.402320673888769,0.1543941160215672,0.8243634104728699,0.6861125230789185
3.0,0.19719282699971344,0.3566505506882475,0.9257932901382446,0.8610605001449585,0.44395805372981,0.15754589518635123,0.8426408767700195,0.6963682770729065
4.0,0.18452612305413366,0.353797926543161,0.9325328469276428,0.8619239330291748,0.4705765674339493,0.1723978514406783,0.8628954887390137,0.6898829936981201
5.0,0.17573448513095774,0.36050961023271794,0.9364450573921204,0.8577876091003418,0.4870097120427656,0.16805176683720605,0.8770737051963806,0.683608889579773
6.0,0.1649250730837257,0.3720110800657023,0.9424611330032349,0.8610755205154419,0.5242169292775911,0.1638432156100979,0.8966049551963806,0.674439013004303
7.0,0.1569160028280084,0.3799332846088817,0.9467592835426331,0.8508725166320801,0.5405159757132393,0.18200280968722976,0.9116512537002563,0.6773045659065247
8.0,0.14731111906172242,0.3825640479487648,0.9506353735923767,0.8527389764785767,0.5671338679854248,0.18644882646502448,0.9209586977958679,0.6808337569236755
9.0,0.1386169143527118,0.37783945364227206,0.953571081161499,0.8558081388473511,0.5786654628778585,0.17132458250823623,0.931086003780365,0.6765806078910828
10.0,0.12852497601257834,0.38010637628494137,0.9596233367919922,0.8599556684494019,0.6081825138558478,0.1753799275461833,0.9430941343307495,0.6974843144416809
1.0,0.30477798215542173,0.3712011672574888,0.8815615773200989,0.8508723378181458,0.21496251551432888,0.14600391738855723,0.711903989315033,0.7195136547088623
2.0,0.2755781110328106,0.36321263943357446,0.8895447850227356,0.8613942861557007,0.23934880595323688,0.1589898677493493,0.7515406012535095,0.6833881735801697
3.0,0.2575247080060367,0.34996829782762834,0.8960339426994324,0.8634428381919861,0.2689028711247378,0.1563555705960305,0.7767943739891052,0.6846805214881897
4.0,0.24555051615963025,0.3507713072796909,0.9010070562362671,0.8657704591751099,0.29632697425077953,0.17468737960061553,0.7927064299583435,0.7172815203666687
5.0,0.23541999186775375,0.3916021690475142,0.9068498611450195,0.8473773002624512,0.31815717604342847,0.16949574463111236,0.8137669563293457,0.7192199230194092
6.0,0.22513191093315763,0.35983232299684,0.9110857248306274,0.8683476448059082,0.3396199326023513,0.14557629929014226,0.8236828446388245,0.6734610199928284
7.0,0.21388758284924517,0.35174348240454795,0.9154236316680908,0.8638907670974731,0.36276552709391907,0.16618041067140002,0.840032160282135,0.6822721362113953
8.0,0.20683259284342664,0.3617353554694883,0.9195264577865601,0.8583837747573853,0.38067670158640743,0.20655003302244898,0.850071370601654,0.710761308670044
9.0,0.19866733944172024,0.3634339987344245,0.9241841435432434,0.8577449917793274,0.40254754810134563,0.18698125895577622,0.8666942119598389,0.690789520740509
10.0,0.18906717823028926,0.3744746608562564,0.9297631978988647,0.8633620738983154,0.4353742284543811,0.1811992219065245,0.8846669793128967,0.7224506735801697
1.0,0.23073251571139358,0.2999944651761436,0.9173250198364258,0.9065011739730835,0.226660726786042,0.07567073941833465,0.6828666925430298,0.6488839387893677
2.0,0.20436937203231317,0.27814279615652426,0.9248408675193787,0.9009765982627869,0.21112042546374732,0.0948326458795656,0.7158599495887756,0.6031250357627869
3.0,0.1964626306149704,0.2820188756678041,0.928489625453949,0.9019531011581421,0.22291621976366532,0.06683049811392058,0.7303688526153564,0.6379464268684387
4.0,0.18651057501262594,0.2656578022717523,0.9317448139190674,0.8926339745521545,0.24080171386528257,0.06427503748559482,0.7565672993659973,0.5792410969734192
5.0,0.17493977323228038,0.27098613915108005,0.9360557198524475,0.9109096527099609,0.2628292185106142,0.09825231981444502,0.7816619873046875,0.6457589268684387
6.0,0.16860057188614422,0.27448048031828703,0.9393889904022217,0.9051618576049805,0.2778754548984921,0.0764937417654809,0.7986275553703308,0.6397321820259094
7.0,0.1617838817086404,0.26979611797024544,0.9427821636199951,0.8981863856315613,0.2853281554453221,0.06699807074143252,0.8190672993659973,0.6267856955528259
8.0,0.15721148025023973,0.28571398216282007,0.9440354108810425,0.9068080186843872,0.3275521523603702,0.0876849920683357,0.8247460722923279,0.6854910850524902
9.0,0.14962269978545537,0.27612576387227716,0.9456242322921753,0.9105468988418579,0.32061764120707426,0.07404196472184904,0.8345416784286499,0.6620535850524902
10.0,0.14574788420813964,0.27448529141030836,0.9480977058410645,0.9125558137893677,0.3437721347132239,0.09693529627872409,0.8448629975318909,0.6589285731315613
1.0,0.26306564730080967,0.3583153503940951,0.8964271545410156,0.8671660423278809,0.2880887851347678,0.1812366095562704,0.8087121248245239,0.7261332273483276
2.0,0.23413576882601692,0.35737932885846785,0.9074612855911255,0.8661572933197021,0.35568048137132524,0.19742713989492072,0.8444602489471436,0.7141140103340149
3.0,0.2219995126147083,0.36763399112609124,0.9121330976486206,0.8591818809509277,0.37404616104554134,0.19854658683857157,0.8592487573623657,0.6930803656578064
4.0,0.21284180998575553,0.36280457585088666,0.9163569211959839,0.867112398147583,0.39787697482138884,0.18087740339713754,0.8654829859733582,0.7250171899795532
5.0,0.20345672079289973,0.35617007197872286,0.9209063053131104,0.8688724040985107,0.41672469249693994,0.2112150549365277,0.880886971950531,0.7586710453033447
6.0,0.19285870805212754,0.3682671775356416,0.9251006245613098,0.8658568859100342,0.4393064432681959,0.19461088461757292,0.8934342861175537,0.7147149443626404
7.0,0.18453863302791074,0.3664975679305292,0.92893385887146,0.866887092590332,0.4583939138083472,0.20548036714680706,0.9010574817657471,0.7429601550102234
8.0,0.17548675123125276,0.3743284463113354,0.9338443279266357,0.8681748509407043,0.47851067090632016,0.19117961217014748,0.9093592762947083,0.7486264705657959
9.0,0.16936287540748848,0.38052931339510027,0.9362788200378418,0.8664363622665405,0.49080111568704154,0.17971029804612315,0.9127840995788574,0.7247596383094788
10.0,0.1611867232958778,0.3940107414799352,0.9400725960731506,0.8649446964263916,0.5133679188115265,0.19384922984469388,0.9168561100959778,0.7214114665985107
